Experiment,Enrichment,DOMSource,Replicate,Time_hrs,DayOfExperiment,SamplePoint,RQ_RER,Temp_C,O2_perc,O2Rate_ugmin,O2Accum_ug,CO2_perc,CO2Rate_ugmin,CO2Accum_ug,Pressure_mmhg,Status,Restriction_mmHg,Leakage_mLmin,Volume_mL
DOM Crossing Experiment 2,CTRL,SRFA,1,143.94,5,NA,0.052,21.97,20.8776,-0.046,-381.716,0.0438,-0.002,107.557,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,147.11,6,NA,0.957,21.74,20.8812,-0.025,-386.408,0.0439,0.024,112.047,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,150.27,6,NA,3.44,21.8,20.8834,0.003,-385.817,0.0435,0.011,114.081,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,153.43,6,NA,0.943,21.83,20.884,-0.043,-393.883,0.0438,0.04,121.69,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,156.59,6,NA,0.202,21.73,20.8846,-0.042,-401.897,0.0431,0.009,123.306,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,159.75,6,NA,2.236,21.73,20.8844,-0.018,-405.353,0.0439,0.041,131.036,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,162.92,6,NA,0.479,22.21,20.8851,-0.017,-408.533,0.0432,-0.008,129.513,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,166.08,6,NA,0.212,22.07,20.8918,0.062,-396.757,0.043,0.013,132.013,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,169.24,7,NA,0.271,21.74,20.8929,-0.063,-408.757,0.0431,0.017,135.26,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,172.4,7,NA,1.715,21.73,20.8913,-0.006,-409.818,0.0434,0.01,137.079,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,175.56,7,NA,0.38,21.85,20.8917,0.03,-404.161,0.043,0.011,139.23,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,178.73,7,NA,0.6,21.76,20.8878,-0.042,-412.145,0.0439,0.025,144.023,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,181.89,7,NA,0.07,21.66,20.8895,0.051,-402.395,0.0434,-0.004,143.339,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,185.05,7,NA,0.113,21.99,20.8913,0.054,-392.22,0.0432,0.006,144.491,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,188.21,7,NA,0.13,21.73,20.8883,-0.026,-397.089,0.043,-0.003,143.86,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,191.37,7,NA,0.551,21.97,20.8847,-0.038,-404.296,0.0431,0.021,147.834,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,194.54,8,NA,0.011,21.86,20.8819,-0.028,-409.66,0.0432,0,147.776,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,197.7,8,NA,0.836,21.73,20.8789,0.018,-406.226,0.0438,0.015,150.648,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,200.86,8,NA,0.052,21.73,20.8736,-0.095,-424.329,0.0431,-0.005,149.708,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,204.02,8,NA,0.118,21.65,20.8756,0.061,-412.708,0.0434,0.007,151.076,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,207.18,8,NA,0.2,21.96,20.8722,0.022,-408.579,0.0432,-0.004,150.25,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,210.34,8,NA,0.2,22.45,20.863,-0.071,-421.994,0.0433,0.014,152.939,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,213.51,8,NA,0.098,22.46,20.8627,0.103,-402.537,0.0432,0.01,154.838,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,216.67,9,NA,1.253,22.05,20.8587,-0.013,-405.08,0.0429,0.017,158.023,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,219.83,9,NA,1.674,21.74,20.8532,-0.013,-407.546,0.0433,0.022,162.151,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,222.99,9,NA,0.007,21.75,20.8509,-0.01,-409.427,0.043,0,162.138,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,226.15,9,NA,0.838,21.67,20.8524,0.031,-403.612,0.0437,0.026,167.011,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,229.32,9,NA,0.126,21.49,20.8501,0.068,-390.74,0.0435,-0.009,165.394,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,232.48,9,NA,12.126,22.26,20.8431,0.002,-390.401,0.0442,0.022,169.505,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,235.64,9,NA,0.029,22.95,20.8175,-0.346,-456.108,0.0438,0.01,171.424,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,238.8,9,NA,0.757,23.93,20.8092,-0.038,-463.335,0.0438,0.029,176.897,801.58,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,241.96,10,final,4.484,23.19,20.809,0.001,-463.095,0.0434,-0.006,175.818,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,245.13,10,final,1.051,22.95,20.8052,-0.025,-467.909,0.0437,0.027,180.878,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,248.29,10,final,0.042,22.91,20.8026,0.047,-459.007,0.0434,-0.002,180.508,801.6,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,251.46,10,final,0.129,22.63,20.8062,0.137,-432.886,0.0443,0.018,183.875,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,254.62,10,final,0.177,22.47,20.8055,-0.048,-441.905,0.0438,0.008,185.469,801.59,NA,0,0,250
DOM Crossing Experiment 2,CTRL,SRFA,1,257.78,10,final,0.398,22.46,20.8092,0.072,-428.232,0.0436,0.029,190.908,801.58,NA,0,0,250
DOM Crossing Experiment 2,ES,CHLOR,2,2.45,0,initial,0,22.47,20.8766,0,0,0.0431,0,0,801.59,R,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,2.76,0,initial,0,22.46,20.8682,0,0,0.0436,0,0,801.59,R,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,3.36,0,initial,0,22.22,20.85,0,0,0.0443,0,0,801.57,R,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,5.62,0,initial,0.24,21.97,20.8625,-0.501,-95.076,0.0458,0.12,22.857,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,5.92,0,initial,0.17,21.92,20.845,-0.541,-102.645,0.0496,0.092,17.459,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,6.52,0,initial,0.291,21.56,20.8326,-0.676,-128.369,0.0485,0.197,37.408,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,8.78,0,initial,0.408,21,20.7999,-2.218,-516.071,0.0706,0.904,194.433,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,9.08,0,initial,0.404,20.91,20.7747,-2.325,-543.818,0.0796,0.939,195.721,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,9.68,0,initial,0.442,20.52,20.7752,-2.18,-542.015,0.0752,0.964,220.325,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,11.94,0,initial,0.658,20.5,20.7693,-1.47,-794.937,0.0911,0.967,377.895,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,12.24,0,initial,0.559,20.51,20.73,-1.836,-892.192,0.1039,1.027,390.625,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,12.85,0,initial,0.612,20.73,20.7396,-1.481,-823.094,0.0937,0.907,392.352,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,15.11,0,initial,0.64,20.99,20.7275,-1.98,-1170.748,0.1159,1.267,618.306,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,15.41,0,initial,0.651,20.99,20.7037,-1.765,-1227.126,0.1258,1.149,608.623,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,16.01,0,initial,0.668,20.99,20.7124,-1.608,-1128.308,0.1144,1.074,596.129,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,18.27,0,initial,0.699,20.84,20.6891,-2.205,-1589.181,0.1432,1.542,910.845,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,18.57,0,initial,0.642,20.83,20.6584,-2.51,-1703.439,0.1555,1.612,914.472,801.61,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,19.17,0,initial,0.63,20.84,20.6614,-2.389,-1581.531,0.1439,1.505,881.61,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,21.43,0,initial,0.991,20.75,20.6925,-1.216,-1820.02,0.1536,1.206,1139.685,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,21.73,0,initial,0.901,20.75,20.6626,-1.459,-1980.331,0.1674,1.314,1163.903,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,22.33,0,initial,0.892,20.75,20.6584,-1.409,-1848.911,0.1575,1.257,1120.149,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,24.59,1,NA,1.1,20.51,20.7129,-0.903,-1991.352,0.1553,0.994,1328.213,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,24.89,1,NA,1.103,20.42,20.691,-0.988,-2167.829,0.1692,1.09,1370.7,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,25.5,1,NA,0.997,20.2,20.6802,-1.04,-2046.208,0.1615,1.037,1316.905,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,27.75,1,NA,1.124,19.95,20.7332,-0.811,-2145.17,0.1542,0.911,1501.061,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,28.06,1,NA,1.24,19.83,20.721,-0.768,-2313.528,0.1658,0.952,1551.337,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,28.66,1,NA,1.05,19.77,20.7033,-0.867,-2210.657,0.1599,0.91,1489.628,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,30.92,1,NA,1.08,19.53,20.7491,-0.744,-2286.345,0.15,0.804,1653.583,801.62,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,31.22,1,NA,1.108,19.53,20.7403,-0.785,-2462.508,0.1607,0.87,1716.474,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,31.82,1,NA,0.979,19.53,20.7171,-0.905,-2382.399,0.1579,0.886,1657.706,801.57,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,34.08,1,NA,1.125,19.12,20.758,-0.728,-2424.502,0.1477,0.819,1809.024,801.56,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,34.38,1,NA,1.446,19.05,20.7566,-0.626,-2581.346,0.158,0.905,1888.268,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,34.98,1,NA,1.034,19.04,20.728,-0.838,-2541.401,0.1556,0.866,1822.037,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,37.24,1,NA,1.187,18.8,20.7718,-0.641,-2546.206,0.1446,0.761,1953.496,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,37.54,1,NA,1.176,18.79,20.7707,-0.731,-2720.003,0.1548,0.859,2051.269,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,38.14,1,NA,0.979,18.56,20.7425,-0.866,-2705.75,0.1535,0.848,1982.947,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,40.4,1,NA,1.117,18.31,20.7825,-0.685,-2676.251,0.1421,0.766,2098.755,801.61,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,40.7,1,NA,0.89,18.31,20.7727,-1.019,-2913.311,0.1534,0.907,2223.362,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,41.31,1,NA,0.962,18.45,20.7493,-0.98,-2891.645,0.1542,0.942,2161.699,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,43.56,1,NA,0.999,21.22,20.7771,-0.848,-2837.072,0.1435,0.847,2259.375,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,43.87,1,NA,1.017,21,20.768,-0.942,-3091.944,0.1546,0.958,2405.12,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,44.47,1,NA,1.063,20.51,20.7464,-0.931,-3068.284,0.1568,0.99,2349.515,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,46.73,1,NA,1.34,20.02,20.7834,-0.595,-2950.024,0.1431,0.798,2410.691,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,47.03,1,NA,1.228,20.02,20.7724,-0.809,-3245.463,0.156,0.993,2593.591,801.57,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,47.63,1,NA,1.015,20.02,20.7498,-0.952,-3248.837,0.1569,0.966,2532.754,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,49.89,2,NA,1.227,19.78,20.7864,-0.634,-3070.265,0.142,0.778,2558.214,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,50.19,2,NA,1.227,19.79,20.7762,-0.747,-3387.163,0.1548,0.916,2767.391,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,50.79,2,NA,0.927,19.78,20.7494,-0.914,-3422.219,0.1535,0.847,2693.42,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,53.05,2,NA,1.244,19.78,20.7917,-0.559,-3176.369,0.1391,0.696,2690.256,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,53.35,2,NA,1.107,19.78,20.7819,-0.709,-3521.596,0.1499,0.784,2916.153,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,53.95,2,NA,1.136,19.8,20.7598,-0.711,-3557.041,0.1496,0.807,2846.524,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,56.21,2,NA,1.042,19.78,20.7987,-0.581,-3286.628,0.1339,0.605,2805.102,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,56.51,2,NA,1.139,19.78,20.7914,-0.634,-3641.964,0.1446,0.722,3053.25,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,57.12,2,NA,1.06,19.78,20.7704,-0.676,-3685.268,0.144,0.716,2982.442,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,59.38,2,NA,0.953,19.78,20.8038,-0.584,-3397.495,0.1285,0.557,2910.725,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,59.68,2,NA,1.064,19.78,20.7982,-0.631,-3761.716,0.139,0.672,3180.702,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,60.28,2,NA,1.078,19.77,20.7794,-0.658,-3810.122,0.1393,0.709,3117.024,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,62.54,2,NA,1.102,20.37,20.8054,-0.468,-3486.352,0.1231,0.516,3008.605,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,62.84,2,NA,1.079,20.5,20.7976,-0.565,-3868.924,0.1333,0.61,3296.412,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,63.44,2,NA,1.056,20.51,20.7785,-0.598,-3923.672,0.1334,0.632,3236.949,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,65.7,2,NA,1.043,21,20.806,-0.489,-3579.136,0.1187,0.51,3105.343,801.61,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,66,2,NA,1.029,21,20.7973,-0.579,-3978.857,0.1291,0.596,3409.578,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,66.6,2,NA,0.969,21.19,20.7801,-0.634,-4043.996,0.1287,0.615,3353.586,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,68.86,2,NA,0.955,22.22,20.8017,-0.523,-3678.365,0.1153,0.5,3200.133,801.61,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,69.16,2,NA,1.115,22.25,20.7949,-0.504,-4074.393,0.1253,0.562,3516.105,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,69.76,2,NA,0.878,22.71,20.7721,-0.673,-4171.623,0.1247,0.591,3465.636,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,72.02,3,NA,0.688,22.46,20.7991,-0.664,-3804.249,0.1112,0.456,3286.682,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,72.32,3,NA,0.813,22.46,20.7942,-0.659,-4199.358,0.1216,0.536,3617.706,801.61,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,72.93,3,NA,0.775,22.16,20.7756,-0.709,-4306.116,0.1204,0.55,3569.878,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,75.18,3,NA,0.476,22,20.7928,-0.801,-3956.156,0.1061,0.381,3358.952,801.61,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,75.49,3,NA,0.586,22.01,20.7883,-0.794,-4349.958,0.1167,0.465,3705.921,801.61,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,76.09,3,NA,0.611,21.97,20.7715,-0.8,-4457.979,0.1152,0.489,3662.688,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,78.35,3,NA,0.517,22.01,20.7907,-0.704,-4089.728,0.1017,0.364,3428.027,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,78.65,3,NA,0.635,21.98,20.7872,-0.715,-4485.565,0.1129,0.454,3792.017,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,79.25,3,NA,0.671,21.97,20.771,-0.727,-4595.854,0.1113,0.488,3755.253,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,81.51,3,NA,0.432,21.99,20.7854,-0.866,-4254.059,0.0986,0.374,3499.05,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,81.81,3,NA,0.531,21.97,20.7845,-0.828,-4642.685,0.1094,0.44,3875.495,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,82.41,3,NA,0.571,21.97,20.7701,-0.799,-4747.442,0.1074,0.456,3841.789,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,84.67,3,NA,0.347,21.97,20.7809,-0.906,-4425.87,0.0942,0.314,3558.667,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,84.97,3,NA,0.495,21.97,20.7825,-0.843,-4802.576,0.1061,0.417,3954.66,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,85.57,3,NA,0.496,21.97,20.7691,-0.829,-4904.676,0.1033,0.411,3919.811,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,87.83,3,NA,0.307,21.93,20.7726,-0.976,-4611.105,0.0906,0.3,3615.538,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,88.13,3,NA,0.435,21.93,20.776,-0.916,-4976.285,0.1027,0.398,4030.176,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,88.74,3,NA,0.418,21.94,20.7597,-0.951,-5084.988,0.0996,0.398,3995.256,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,90.99,3,NA,0.272,21.97,20.7611,-1.14,-4827.476,0.0879,0.31,3674.425,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,91.3,3,NA,0.374,21.97,20.7691,-1.032,-5172.084,0.0997,0.386,4103.381,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,91.9,3,NA,0.401,21.97,20.7537,-1.015,-5277.572,0.0971,0.407,4072.393,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,94.16,3,NA,0.221,21.97,20.7512,-1.197,-5054.629,0.0846,0.265,3724.653,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,94.46,3,NA,0.349,21.97,20.763,-1.055,-5372.248,0.097,0.368,4173.241,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,95.06,3,NA,0.39,21.97,20.7497,-0.982,-5463.812,0.0946,0.383,4145,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,97.32,4,NA,0.235,21.98,20.7421,-1.229,-5287.798,0.083,0.289,3779.495,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,97.62,4,NA,0.332,21.97,20.7581,-1.058,-5573.054,0.0945,0.352,4239.954,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,98.22,4,NA,0.369,21.97,20.7481,-0.951,-5644.221,0.0919,0.351,4211.55,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,100.48,4,NA,0.145,22.18,20.7281,-1.466,-5565.974,0.0799,0.213,3819.932,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,100.78,4,NA,0.274,22.08,20.7511,-1.172,-5795.377,0.0923,0.321,4300.813,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,101.38,4,NA,0.258,21.98,20.7379,-1.211,-5873.995,0.0895,0.313,4270.854,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,103.64,4,NA,0.157,22,20.7166,-1.49,-5848.717,0.0787,0.235,3864.457,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,103.94,4,NA,0.251,21.97,20.7453,-1.208,-6024.608,0.0904,0.303,4358.333,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,104.55,4,NA,0.278,21.97,20.7354,-1.079,-6078.781,0.0879,0.3,4327.79,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,106.8,4,NA,0.125,21.97,20.7058,-1.577,-6147.813,0.0765,0.197,3901.787,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,107.1,4,NA,0.232,21.97,20.7384,-1.295,-6270.207,0.0885,0.3,4415.225,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,107.71,4,NA,0.23,21.97,20.7275,-1.247,-6315.374,0.0863,0.287,4382.236,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,109.97,4,NA,0.099,21.97,20.6934,-1.728,-6475.59,0.0745,0.172,3934.394,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,110.27,4,NA,0.192,21.97,20.7311,-1.381,-6532.238,0.0865,0.265,4465.564,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,110.87,4,NA,0.209,21.97,20.7232,-1.222,-6547.221,0.084,0.255,4430.603,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,113.13,4,NA,0.089,21.94,20.6797,-1.876,-6831.562,0.0717,0.166,3965.934,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,113.43,4,NA,0.19,21.97,20.7243,-1.434,-6804.232,0.0842,0.273,4517.324,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,114.03,4,NA,0.214,21.97,20.716,-1.351,-6803.545,0.0822,0.289,4485.399,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,116.29,4,NA,0.091,21.97,20.6665,-1.943,-7200.235,0.0703,0.176,3999.318,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,116.59,4,NA,0.179,21.97,20.715,-1.531,-7094.665,0.0829,0.274,4569.389,801.6,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,117.19,4,NA,0.192,21.97,20.7091,-1.376,-7064.662,0.0803,0.264,4535.566,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,119.45,4,NA,0.086,21.97,20.6515,-2.115,-7601.519,0.0691,0.182,4033.826,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,119.75,4,NA,0.187,21.97,20.709,-1.529,-7384.778,0.0818,0.285,4623.496,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,120.36,5,NA,0.163,21.97,20.7047,-1.405,-7331.245,0.0776,0.23,4579.133,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,122.61,5,NA,0.076,22.21,20.6371,-2.176,-8014.311,0.0676,0.165,4065.219,801.6,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,122.92,5,NA,0.164,22.21,20.7034,-1.535,-7676.112,0.08,0.252,4671.277,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,123.52,5,NA,0.216,22.1,20.7007,-1.342,-7585.811,0.0776,0.29,4634.085,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,125.78,5,NA,0.073,22.22,20.6288,-2.184,-8428.745,0.0664,0.16,4095.495,801.56,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,126.08,5,NA,0.154,22.22,20.6959,-1.726,-8003.514,0.0791,0.265,4721.544,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,126.68,5,NA,0.13,22.16,20.6953,-1.567,-7883.133,0.0751,0.204,4672.745,801.58,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,128.94,5,NA,0.062,22.22,20.6197,-2.314,-8867.818,0.0649,0.142,4122.516,801.58,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,129.24,5,NA,0.119,22.22,20.692,-1.714,-8328.783,0.0766,0.204,4760.223,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,129.84,5,NA,0.154,22.18,20.6941,-1.488,-8165.368,0.0739,0.229,4716.23,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,132.1,5,NA,0.063,22.17,20.6135,-2.286,-9301.633,0.0639,0.144,4149.831,801.59,NA,0,0,244
DOM Crossing Experiment 2,ES,CHLOR,1,132.4,5,NA,0.134,22.03,20.6911,-1.647,-8641.25,0.0752,0.221,4802.156,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,3,133,5,NA,0.153,21.98,20.6926,-1.509,-8451.726,0.0732,0.231,4760.015,801.59,NA,0,0,246
DOM Crossing Experiment 2,ES,CHLOR,2,135.26,5,NA,0.057,21.97,20.6081,-2.36,-9749.317,0.0629,0.135,4175.388,801.58,NA,0,0,244
